winery-toggle,winery-toggle href,Description,Images,Details,Address
Savannah Bee Company,https://coloradowine.com/winery/savannah-bee-company/,"We strive to live as bees live: symbiotically with nature and in a manner that contributes positively to the world around us. We continually improve the ways in which we operate for our customers, the environment and each other. We have fun while helping this company grow. Our talented team is of varied backgrounds, which helps enrich us all and adds balance so we can take on the diverse work needed to make a great company.",https://coloradowine.com/wp-content/uploads/2019/05/SavannahBeeCo.jpg," <h3>Savannah Bee Company</h3> <hr class=""dotted""> <p> 1222 Pearl Street<br> Boulder, CO 80302<br> <strong> Rachel<br> (303) 862-8073<br> <a href=""mailto:rachelH@SavannahBee.com"" target=""_blank"">rachelH@SavannahBee.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Monday-Wednesday 10am-7pm Thursday-Saturday 10am-8pm Sunday 11am-6pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.savannahbee.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/1222+Pearl+Street+Boulder%2C+CO+80302
Sette Dolori,https://coloradowine.com/winery/sette-dolori/,"Producing exceptional wines by sourcing Certified Organic Grapes, non-GMO yeast and fermenting naturally without any added sulfites or other chemicals. Wines are also gluten free and vegan friendly.",https://coloradowine.com/wp-content/uploads/Banner1.jpg," <h3>Sette Dolori</h3> <hr class=""dotted""> <p> 9750 Millard Way<br> Colorado Springs, CO 80908<br> <strong> Timothy Biolchini<br> 719.282.1193<br> <a href=""mailto:tbiolchini@settedolori.com"" target=""_blank"">tbiolchini@settedolori.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Saturdays 2pm - 6 pm or by appointment.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.settedolori.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/9750+Millard+Way%2C+Colorado+Springs%2C+CO+80908
Settembre Cellars,https://coloradowine.com/winery/settembre-cellars/,"Balancing art, science, & patience Settembre Cellars crafts nuanced wines of elegance, balance, & depth from 100% Colorado Grown Grapes. Located at the Boulder Wine Studios where you can experience three Colorado Wineries in one afternoon. Intersection of Highway 36 (28th Street) and Lee Hill in Boulder CO.",https://coloradowine.com/wp-content/uploads/SETTEMBRE.jpg," <h3>Settembre Cellars</h3> <hr class=""dotted""> <p> 1501 Lee Hill Rd<br> #16<br> Boulder, CO<br> 80304<br> <strong> 303-532-1892<br> <a href=""mailto:contact@SettembreCellars.com"" target=""_blank"">contact@SettembreCellars.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Friday, Saturday, and Sunday from 1-6pm.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.SettembreCellars.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/1501+Lee+Hill+%2316%2C+Boulder%2C+CO+80304
Shiras Winery,https://coloradowine.com/winery/shiras-winery/,,https://coloradowine.com/wp-content/uploads/2019/01/Shiras-Banner.jpg," <h3>Shiras Winery</h3> <hr class=""dotted""> <p> 449 Colorado Avenue, Grand Junction, CO 81501<br> <strong> Brian Tap<br> 970-270-6262<br> 970-712-5443 <small>(fax)</small><br> <a href=""mailto:shiraswinery@gmail.com"" target=""_blank"">shiraswinery@gmail.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>M-F 10-5 Sat 11-4</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.shiraswinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/449+Colorado+Avenue%2C+Grand+Junction%2C+CO+81501
Silver Vines Winery,https://coloradowine.com/winery/silver-vines-winery/,"Silver Vines Winery opened in 2011, a family owned business located in Olde Town Arvada, CO. We make and sell our own wine, along with cheese platters and offer a Wine Club. We also host events every week and Live Entertainment!",https://coloradowine.com/wp-content/uploads/2015/05/Silver-Vines.jpg," <h3>Silver Vines Winery</h3> <hr class=""dotted""> <p> 7509 Grandview Ave.<br> Arvada, CO 80002<br> <strong> 303.456.5212<br> <a href=""mailto:winery@silvervineswinery.com"" target=""_blank"">winery@silvervineswinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Monday – Thursday: 3:00 pm – 10:00 pm Friday and Saturday: 11:00 am – 12:00 am Sunday: 11:00 am – 9:00 pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.silvervineswinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/7509+Grandview+Ave.+Arvada%2C+CO+80002
Snowy Peaks Winery,https://coloradowine.com/winery/snowy-peaks-winery/,"A taste of Colorado in beautiful downtown Estes Park. We feature over 30 different Colorado boutique wines for sampling and sales, including award-winning wines made right here in Estes Park. Come enjoy a tasting flight or a glass of wine in a low-key, family-friendly atmosphere. We carry locally-made artisan cheeses, crackers, sauces and other gourmet foods to compliment your wine selection. Enjoy these hand-crafted delicacies on a picnic in majestic Rocky Mountain National Park or sit back and relax with a glass of wine in our dining area or patio. We are a small, family owned and operated winery using 100% Colorado-grown grapes from the Grand Valley and West Elks AVA’s. We also offer tours of our wine-making facility beneath our tasting room where wine is handcrafted in small quantities with love and care.Handcrafted wines from Estes Park, Colorado. Our family-friendly tasting room features boutique wines, artisanal cheeses, gourmet foods and unique gifts from around Colorado. Open year-round for winery tours and tastings. Located in the heart of Estes Park.",https://coloradowine.com/wp-content/uploads/SNOWY-PEAKS.jpg," <h3>Snowy Peaks Winery</h3> <hr class=""dotted""> <p> 292 Moraine Ave. <br> Estes Park, CO 80517<br> <strong> Candice Mohr<br> 970-586-2099<br> <a href=""mailto:info@snowypeakswinery.com"" target=""_blank"">info@snowypeakswinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Memorial Day-Labor Day: Monday-Saturday 11:00-7:00; Sunday 12:30-6:30. Open year round, please call for current hours.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.snowypeakswinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/292+Moraine+Ave.++Estes+Park%2C+CO+80517
Songbird Cellars,https://coloradowine.com/winery/songbird-cellars/,"Songbird Cellars resides in a historic Music hall in the small mountain town of Beulah 20 miles southwest of Pueblo. We offer handcrafted small production wines using the best ingredients available from the Grand Valley, the Pacific Northwest and as a surprise to many…Pueblo County with winery managed vineyards / orchards. Grapes, apples, pears, plums and peaches are grown in the Westpark just east of Pueblo’s City Park. Songbird is also well known as a live music venue with intimate shows with touring artists. The winery tasting room also operates a small café with great food created by Italian Chef Otello Ganni who brings a strong culinary background from California wine country. From Pueblo take State Highway 78 twenty miles southwest to the Wet Mountains and the small town of Beulah. Take a right at the fork in the road to downtown Beulah. From Pueblo take State Highway 78 twenty miles southwest to the Wet Mountains and the small town of Beulah. Take a right at the fork in the road to downtown Beulah.",https://coloradowine.com/wp-content/uploads/songbird.png," <h3>Songbird Cellars</h3> <hr class=""dotted""> <p> 461 BRENTWOOD DR.<br> PUEBLO, CO 81005<br> <br> <strong> Chris Huggins<br> 719 696-9674<br> <a href=""mailto:songbirdcellars@yahoo.com"" target=""_blank"">songbirdcellars@yahoo.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.songbirdcellars.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/461+BRENTWOOD+DR.+PUEBLO%2C+CO+81005
Spero Winery,https://coloradowine.com/winery/spero-winery/,"Spero Winery is a family owned and operated winery. Grapes are supplied from Palisade and Colorado Springs growers in Colorado, and Lodi, California. The winemaker, Clyde Spero, learned the art of wine making from his father, who came to America at the age of 13 from Potenza, Italy. Clyde continues the “old world” tradition of wine making that he learned from his father.Family owned Denver winery. Wines made in the “old world” Italian style by Clyde Spero. Tasting room at 3316 W. 64th Ave. Look for “Winery Open” sandwich board sign on Saturdays. “We’re the best kept secret in Denver!” From Federal Blvd. and 64th Ave., turn west at 64th. Go approximately 3 blocks to 3316, south side of 64th Ave.",https://coloradowine.com/wp-content/uploads/SPERO.jpg," <h3>Spero Winery</h3> <hr class=""dotted""> <p> 3316 W 64th Ave. <br> Denver, CO 80221<br> <strong> 720-519-1506<br> 303-427-4710 <small>(fax)</small><br> <a href=""mailto:sperowinery@aol.com"" target=""_blank"">sperowinery@aol.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>1-5 Saturday OR Call for appointment.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.sperowinery.biz"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3316+W+64th+Ave.%2C+Denver%2C+CO+80221
Spoons Bistro & Bakery (Two Rivers Winery Tasting Room),https://coloradowine.com/winery/spoons-bistro-bakery-two-rivers-winery-tasting-room/,0,https://coloradowine.com/wp-content/uploads/2019/06/TRW-Chateau-Logo.jpg," <h3>Spoons Bistro &amp; Bakery (Two Rivers Winery Tasting Room)</h3> <hr class=""dotted""> <p> 3090 North 12th St. <br> #B<br> Grand Junction, CO 81506<br> <strong> <a href=""mailto:info@tworiverswinery.com"" target=""_blank"">info@tworiverswinery.com</a><br> </strong> </p> <hr class=""dotted"">  <h5>Other Locations:</h5> <p> Two Rivers Winery<br> 2087 Broadway, Grand Junction, CO 81507 </p> <p><a class=""btn btn-primary btn-brown btn-transparent"" href=""https://coloradowine.com/winery/two-rivers-winery/"">View Winery</a></p> ",https://www.google.com/maps/place/3090+North+12th+St.+%23B%2C+Grand+Junction%2C+CO+81506
St. Kathryn Cellars Winery & Gift Shop,https://coloradowine.com/winery/st-kathryn-cellars-winery-gift-shop/,"Nectar of the Field, Orchard and Garden At St. Kathryn Cellars, flavors come alive to intrigue the imagination and delight the palate. Our sweeter-edged, highly flavorful wines can be enjoyed chilled, on-ice, anytime and for any occasion. We make wines to inspire and delight! Our winemakers craft jewel-like bottles with a variety of fruits and botanicals. Our wines are unique, flavorful and authentically crafted to taste just like the fruit of origin. While it may cost us more, we choose to ferment the actual juice of the fruit. Perhaps our most unique wine, and by far our most popular, is our Lavender wine. It is made with 100% Colorado Riesling and infused with locally, organically grown lavender. Visably lavender in appearance, it has a pronounced floral aroma and a crisp, well-balanced taste. Not too dry, and not too sweet–just perfect for any drinking occasion! Built in 1999, St. Kathryn Cellars and Talon Winery together offer the largest tasting rooms and gift shops of its kind in in the Colorado. Open year-round for tasting and shopping. We also serve and sell delicious, fresh butter fudge in unique flavors made right on the premises! To learn more about our winemaking, please call ahead to arrange a tour. All our wines, including Talon, St. Kathryn’s and Meadery of the Rockies, are made at the same production facility located at 3701 G Road. We look forward to seeing you soon! I-70 at exit 42 in Palisade",https://coloradowine.com/wp-content/uploads/2018/05/Screen-Shot-2018-05-17-at-8.36.52-PM.png," <h3>St. Kathryn Cellars Winery &amp; Gift Shop</h3> <hr class=""dotted""> <p> 785 Elberta Ave<br> Palisade, CO 81526<br> <strong> Manager Michael Guerrero<br> 970-464-1300<br> <a href=""mailto:michael@talonwinebrands.com"" target=""_blank"">michael@talonwinebrands.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>10 am-5 pm daily; 10 am-6 pm on Fridays and Saturdays from Memorial Day through Labor Day. Closed on Major Holidays</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://www.talonwinebrands.com/About-Us/Our-Wineries/St-Kathryn-Cellars"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/785+Elberta+Ave%2C+Palisade%2C+CO+81526
Steamboat Winery,https://coloradowine.com/winery/steamboat-winery/,"Steamboat Winery, LLC was established in 2017. Purchasing grapes from California gives us the ability to produce an exquisite wine here in the skiing, fishing and ranching community of Steamboat Springs, Colorado, that we love! We hope that you will enjoy this wine with family and friends and that it will enhance your meal and cultivate great conversation, laughter, love and memories you will savor for a lifetime. At this time, we are tasting by appointment only. Our new tasting room should be completed Fall 2019. Check our website for regular tastings and events in town or to order online.",https://coloradowine.com/wp-content/uploads/2019/05/Steamboat.jpg," <h3>Steamboat Winery</h3> <hr class=""dotted""> <p> 32365 County Road 41, Steamboat Springs, CO 80487<br> <strong> (704) 609-3875<br> <a href=""mailto:steamboatwinery@gmail.com"" target=""_blank"">steamboatwinery@gmail.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>By Appointment Only</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://steamboatwinery.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/32365+County+Road+41%2C+Steamboat+Springs%2C+CO+80487
Stone Cottage Cellars,https://coloradowine.com/winery/stone-cottage-cellars/,"Move to the mountains, if only for a day. Join us and discover why altitude matters. Brisk mountain air challenges the vine and imparts a vitality to the wine that compliments life at elevation. At Stone Cottage Cellars, our family crafts wine from grapes grown at some of the highest elevations in the world. With technique drawn from the old world and vineyards firmly in the terroir of the new, we create expressive, food-friendly wines to enliven and entertain. A visit to our tasting room recalls the ageless stone structures of old Europe. Over the past 20 years, the Helleckson family has lovingly constructed a farmstead and winery out of fieldstone cleared from the vineyards as they were planted. With your back against a stone wall, your feet in the grass and a glass of wine in your hand, drink in the vista of the towering West Elks peaks just off the edge of the mesa. Wander through the vineyard and taste Gewurztraminer from 30 year old vines. Should you decide to extend your mountain respite, join us for one of our occasional winemaker’s dinners. Wine is meant to pair with food and local wine pairs best with local food. Our home in the North Fork Valley boasts a concentration of some of the finest organic farms in the mountain west and provides the inspiration and ingredients for our farm-to-table feasts. Sit down to table with us and explore how good food and good wine, well paired, in good company create something more than either alone. The draw of the mountain vineyard is strong and may not be satisfied in a single day or night. In the tradition of the Italian “agritourismo,” immerse yourself in the vineyard life with a stay in the stone cottage. The first building created on the farm and the cask that held our young family as it matured, is available for lengthier visits. Launch your own expedition into the nearby mountain canyons and peaks. Wonder at the closeness of the Milky Way at night. Trace the dark side of the crescent moon. Pick your evening meal from the vegetable garden out back. Or just feel the gentle rhythm of farm life. Join us and discover the soul of the mountains, crafted by family. From Paonia take Highway 133 East one mile, turn left at Stone Cottage Cellars sign onto Garvin Mesa Road, take Garvin Mesa Road one mile on to the top of the Mesa, turn left at Reds Road and left to the winery.",https://coloradowine.com/wp-content/uploads/2018/06/Stonecottagecellars.png," <h3>Stone Cottage Cellars</h3> <hr class=""dotted""> <p> 41716 Reds Rd <br> Paonia, CO 81428<br> <strong> Karen or Brent Helleckson<br> 970.527.3444<br> <a href=""mailto:info@stonecottagecellars.com"" target=""_blank"">info@stonecottagecellars.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Open 11-6 pm daily, Memorial Day through October. Also by Appointment.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.stonecottagecellars.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/41716+Reds+Rd%2C+Paonia%2C+CO+81428
Stonebridge Farm Winery,https://coloradowine.com/winery/stonebridge-farm-winery/,"A micro-winery vinting only wines from hybrid grape varieties grown on the redstone soils of Stonebridge FarmJohn Martin helped plant some of the first vineyards in the Willamette Valley, Oregon in the 1970’s. In 1992, he and Kayann Short founded Stonebridge Farm CSA, two miles east of Lyons, Colorado. In 2002, John and Kayann planted a small vineyard to trial cold-hardy wine grapes for the Front Range of Colorado. To date, they have planted sixteen different varieties.",https://coloradowine.com/wp-content/uploads/STONEBRIDGE-FARM.jpg," <h3>Stonebridge Farm Winery</h3> <hr class=""dotted""> <p> 5169 Ute Hwy, Longmont, CO 80503<br> <strong> 303-823-0975<br> <a href=""mailto:jmartin@greenspeedisp.net"" target=""_blank"">jmartin@greenspeedisp.net</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>By appointment</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.frontrangebackyardviticulture.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/5169+Ute+Hwy%2C+Longmont%2C+CO+80503
Stoney Mesa Winery,https://coloradowine.com/winery/stoney-mesa-winery/,"At Stoney Mesa Winery, wine is the product of passion and love for farming. Each bottle is hand crafted by a family who believes in the beauty of Colorado wine as much as the beauty of the landscape, because the making of a fine wine is something to admire. One that requires good grapes, a bit of luck with the weather, and all the patience and care a winemaker can devote. Colorado is a new frontier for wine growers. With passion and commitment, Stoney Mesa Wines will turn a new style of fruit into extraordinary wines. Discover this passion for yourself, taste Colorado! Colorado’s mountain valley wine regions are one of the state_x0019_s best-kept secrets. Find out why wine lovers and winemakers alike are singing their praises. From taste profiles and winemaker notes to recent accolades, you can get better acquainted with these great wines by visiting us at www.stoneymesa.com Here is a complete list of Stores that Carry our Stoney Mesa Wines https://www.stoneymesa.com/wines/retail_outlets.aspxStoney Mesa wines will turn a new style of fruit into extraordinary wines. Discover this passion for yourself, taste Colorado! US Hwy 65, north from CO Hwy 92 out of Delta or south from Grand Mesa, to Southwest 11th Ave. in Cedaredge. Turn at the sign, west 1 mile to Happy Hollow Road, south one block.",https://coloradowine.com/wp-content/uploads/STONEY-MESA.jpg," <h3>Stoney Mesa Winery</h3> <hr class=""dotted""> <p> 16199 Happy Hollow Road <br> Cedaredge, CO 81413<br> <strong> Bret Neal<br> 970.856.9463<br> 970.856.7997 <small>(fax)</small><br> <a href=""mailto:wine@stoneymesa.com"" target=""_blank"">wine@stoneymesa.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>11-5 daily; closed Thanksgiving, Christmas and New Year's Day</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.stoneymesa.com/wines/retail_outlets.aspx"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/16199+Happy+Hollow+Road%2C+Cedaredge%2C+CO+81413
The Storm Cellar,https://coloradowine.com/winery/storm-cellar/,"Founded in 2017, The Storm Cellar is a boutique winery based at the historic Redstone Vineyard in Hotchkiss, Colorado, which produces high-quality, high-elevation, aromatic white and rosé wines, farmed and crafted by the hands of former Denver sommeliers, Jayme Henderson and Steve Steese. The Storm Cellar aims to showcase the attributes of this extreme vineyard site within its wines, to help bring the West Elks AVA into the national wine spotlight, and to become a premier destination for an elevated, Colorado wine experience. Together, Steve and Jayme were selected as members of the 2019 Colorado FIVE team in recognition of their roles as leaders of the Denver culinary and beverage scene and for their work in promoting Colorado wine. The Storm Cellar was featured in a cover story for the weekend edition of The Wall Street Journal this past November, and the winery was chosen by the editors of Colorado’s 5280 Magazine as Best Winery in their 2019 “Top of the Town” awards. All seven wines from their inaugural 2018 vintage medaled silver or higher in the 2019 Colorado Governor’s Cup, with two of their Rieslings winning double gold medals and chosen for the Governor’s Cup Collection. Follow their unique story on Instagram, where Jayme and Steve share their farming and winemaking journey at nearly 6,000′ above sea level in the North Fork Valley.",https://coloradowine.com/wp-content/uploads/2019/05/the_storm_cellar_logo_stacked_asym.png," <h3>The Storm Cellar</h3> <hr class=""dotted""> <p> 14139 Runzel Gulch Road<br> Hotchkiss, CO 81419<br> <strong> Jayme Henderson and Steve Steese<br> (720) 839-7487<br> <a href=""mailto:hello@stormcellarwine.com"" target=""_blank"">hello@stormcellarwine.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>The Storm Cellar is open for tours and tastings by appointment only.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.stormcellarwine.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/14139+Runzel+Gulch+Road+Hotchkiss%2C+CO+81419
Summit Cellars,https://coloradowine.com/winery/summit-cellars/,"Summit Cellars is a family vineyard and winery. Our vines are some of the oldest in the valley. Wines include reds and red blends of Cabernet/Merlot/Pinot and fruity Chardonnay. Seriously good flavors, yet still playful enough to tickle your fancy. Tasting room is not ready yet. Since 2001",https://coloradowine.com/wp-content/uploads/Tradition-Terroir.jpg," <h3>Summit Cellars</h3> <hr class=""dotted""> <p> 595 36 Road, Palisade, CO 81526<br> <strong> 970-361-4980<br> <a href=""mailto:SummitCellars@msn.com"" target=""_blank"">SummitCellars@msn.com</a><br> </strong> </p> <hr class=""dotted""> ",https://www.google.com/maps/place/595+36+Road%2C+Palisade%2C+CO+81526
Sutcliffe Vineyards,https://coloradowine.com/winery/sutcliffe-vineyards/,"Nestling between the Sleeping Ute Mountain and the sheer walls of the Battlerock, Sutcliffe Vineyards distills the magic of McElmo Canyon into wines that set a new premium standard for Colorado.Between the Sleeping Ute Mountain and the sheer walls of the Battlerock, Sutcliffe Vineyards distills the magic of McElmo Canyon into wines that set a new standard for Colorado. Hwy 160 south out of Cortez, turn west at M&M Truckstop (airport sign and Hovenweep National Monument). 13.8 miles west on Road G.",https://coloradowine.com/wp-content/uploads/2015/05/Sutcliffe.jpg," <h3>Sutcliffe Vineyards</h3> <hr class=""dotted""> <p> 12174 County Road G<br> Cortez, CO 81321<br> <strong> 970-565-0825<br> <a href=""mailto:info@sutcliffewines.com"" target=""_blank"">info@sutcliffewines.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Open Daily 11am - 5pm, please call to confirm.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.sutcliffewines.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/12174+County+Rd+G%2C+Cortez%2C+CO+81321
Sweet Heart Winery,https://coloradowine.com/winery/sweetheart-winery/,"Set on the banks of the Big Thompson River, 2 miles west of Loveland Colorado, Sweet Heart Winery & Event Center delivers high quality hand crafted wines combined with a unique rustic-elegant setting. See what others are saying Sweet Heart Winery on our Facebook page. We can’t wait for you to visit! Wait till you see the inside! Located on Highway 34 (Eisenhower Blvd in Loveland) just 2.5 miles west of Wilson Blvd in Loveland. Look for the Big Red Barn on the south side of the highway.",https://coloradowine.com/wp-content/uploads/2015/05/RevisedSHW-logo_color.jpg," <h3>Sweet Heart Winery</h3> <hr class=""dotted""> <p> 5500 West Hwy 34<br> Loveland CO, 80537<br> <strong> Tasting Room<br> 970-646-4314<br> <a href=""mailto:info@sweetheartwinery.com"" target=""_blank"">info@sweetheartwinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Daily 12pm - 8pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://sweetheartwinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/6295+Bluff+Lane%2C+Loveland%2C+CO+80537
Talon Winery,https://coloradowine.com/winery/talon-winery/,"Award Winning Wines with a Pedigree Talon Winery is known for classic style, fruit-forward wines made from the finest grapes available. Our methods preserve and enhance the flavors that develop naturally in grapes grown in Western Colorado’s high desert arid climate and mineral-rich soils. Talon’s founder Glenn Foster carries on a family reputation established at Sonoma Valley’s renowned Ravenswood Winery, reliably producing wines that are outstanding whether enjoyed on their own or paired with a variety of cuisines. Our vision is to marry Sonoma expertise with the vitality of the Colorado wine industry. We make local wines of the highest quality, brimming with the exuberance and taste that wine enthusiasts want to enjoy now. “Our goal is to share the joy of wine by offering wine lovers hand-crafted wines of the highest quality at a reasonable price” – Glenn Foster Our winemaking team is completely focused on creating authentically crafted wines that show great varietal character. For us, that means starting with the best grapes available. Our winemaking techniques are somewhat proprietary, but we can share a few insights. First, we ferment our white wines cold to retain as much of the fruity aromas and flavors as we can in the finished wine. This requires a chilling system and tanks with heat exchangers. For our reds, we ferment at warmer temperatures to extract the deep, rich flavors we want from the skins before pressing. To learn more about our winemaking, please call ahead to arrange a tour. All our wines, including Talon, St. Kathryn’s and Meadery of the Rockies, are made at the same production facility located at 3701 G Road. We look forward to seeing you soon! I-70 at exit 42 in Palisade",https://coloradowine.com/wp-content/uploads/2015/05/TalonWinery_logo_vert_blackbrown.jpg," <h3>Talon Winery</h3> <hr class=""dotted""> <p> 785 Elberta Ave <br> Palisade, CO 81526<br> <strong> Manager Michael Guerrero<br> 970-464-1300<br> <a href=""mailto:michael@talonwinebrands.com"" target=""_blank"">michael@talonwinebrands.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>10 am-5 pm daily; 10 am-6 pm Fridays and Saturdays from Memorial Day through Labor Day. Closed on Major Holidays</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://www.talonwinebrands.com/About-Us/Our-Wineries/Talon-Winery"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p>  <h5>Other Locations:</h5> <p> St. Kathryn Cellars Winery &amp; Gift Shop<br> 785 Elberta Ave<br> Palisade, CO 81526 </p> <p><a class=""btn btn-primary btn-brown btn-transparent"" href=""https://coloradowine.com/winery/st-kathryn-cellars-winery-gift-shop/"">View Winery</a></p> <p> Meadery of the Rockies<br> 3701 G Road <br> Palisade, CO 81526 </p> <p><a class=""btn btn-primary btn-brown btn-transparent"" href=""https://coloradowine.com/winery/meadery-of-the-rockies/"">View Winery</a></p> ",https://www.google.com/maps/place/785+Elberta+Ave%2C+Palisade%2C+CO+81526
Ten Bears Winery,https://coloradowine.com/winery/ten-bears-winery/,"Introduce your palate to a truly superior Colorado wine experience. Our Winemaker handselects only the finest grapes. Using French Oak Aging and our exclusive Winter Hibernation Process we produce smooth and flavorful handcrafted vintages, that are easy drinking and never overly tannic. Enjoy! Introduce your palate to a truly superior Colorado wine experience.",https://coloradowine.com/wp-content/uploads/2015/05/bearLabel_global012.jpg," <h3>Ten Bears Winery</h3> <hr class=""dotted""> <p> 5114 County Road 23E <br> LaPorte, CO 80535<br> <strong> William Conkling<br> 970.566.4043<br> <a href=""mailto:tenbearswinery@hotmail.com"" target=""_blank"">tenbearswinery@hotmail.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Tuesday through Thursday 11 am - 5 pm Friday &amp; Saturday 12 am - 8 pm </p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.tenbearswinery.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/5114+County+Road+23E%2C+LaPorte%2C+CO+80535
Protected: Test Winery & Account,https://coloradowine.com/winery/test-winery-account/,This winery is to be used for account testing purposes.,https://coloradowine.com/wp-content/uploads/2015/10/wine-logo_example.jpg," <h3>Protected: Test Winery &amp; Account</h3> <hr class=""dotted""> <p> 1234 Winery Road, Denver CO, 80205<br> <strong> Claire Wilday<br> 30304444134<br> <a href=""mailto:cwilday@cultivatorads.com"" target=""_blank"">cwilday@cultivatorads.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>9am-5pm</p> ",https://www.google.com/maps/place/1234+Winery+Road%2C+Denver+CO%2C+80205
